city,country,id,latitude,longitude,name,state,zip
Hopkinton,US,MA515,42.226,-71.5195,Brown Dog Coalition and Rescue Ltd,MA,1748
Hanson,US,MA379,42.0605,-70.863,Caribbean Connection Puppy Rescue,MA,2341
Pembroke,US,MA185,42.0552,-70.8094,Town of Pembroke Animal Control,MA,2359
Fryeburg,US,ME39,44.0544,-70.9417,Harvest Hills Animal Shelter,ME,4037
Stow,US,ME88,44.0544,-70.9417,The Long Journey to a New Begining Animal Rescue,ME,4037
Gardner,US,MA475,42.5668,-71.9839,Gardner Animal Control Facility,MA,1440
Duxbury,US,MA26,42.0473,-70.7177,Duxbury Animal Control & Shelter,MA,2332
Duxbury,US,MA71,42.0417,-70.6728,Standish Humane Society,MA,2331
Princeton,US,MA124,42.359,-71.7915,NEADS,MA,1583
Albany,US,NH156,43.9737,-71.3956,Connect A Pet New England,NH,3818
Brunswick,US,ME119,43.8973,-69.9718,"Puppy Love, Inc.",ME,4011
Brunswick,US,ME30,43.8973,-69.9718,Coastal Humane Society,ME,4011
Worcester,US,MA427,42.3107,-71.7962,Broken Tail Rescue,MA,1606
Worcester,US,MA63,42.3107,-71.7962,Worcester Animal Rescue League,MA,1606
Milford,US,MA281,42.1499,-71.5263,Town of Milford Animal Control,MA,1757
Topsham,US,ME90,43.9371,-69.9656,Coastal Maine Great Dane Rescue,ME,4086
Topsham,US,ME154,43.9371,-69.9656,Community Spay-Neuter Clinic,ME,4086
Mansfield,US,MA34,42.0234,-71.219,Mansfield Animal Shelter,MA,2048
Mansfield,US,MA507,42.0234,-71.219,"The Pittie Stop Rescue, Inc.",MA,2048
Newport,US,NH159,43.3663,-72.2055,Wags and Wiggles Rescue,NH,3773
Portland,US,ME24,44.087,-70.3186,Australian Cattle Dog Rescue Association,ME,4258
Bridgewater,US,MA466,41.9799,-70.9751,"North Atlantic Westie Rescue, Inc.",MA,2324
Templeton,US,MA115,42.5209,-72.0712,Ahimsa Haven,MA,1468
Templeton,US,MA325,42.5209,-72.0712,American Bullmastiff Rescue,MA,1468
Bath,US,ME121,43.9235,-69.8342,A Paw in the Door Cat Rescue,ME,4530
Bath,US,ME150,43.9235,-69.8342,Souly Maine Pets Rescue,ME,4530
Northbridge,US,MA398,42.161,-71.6736,"Willy's Kitty Angels Rescue, Inc.",MA,1534
Northbridge,US,MA451,42.161,-71.6736,"BV Cats, Inc.",MA,1534
Bellingham,US,MA503,42.0679,-71.4791,Ruff Tales Rescue,MA,2019
Woolwich,US,ME02,43.9185,-69.8025,Second Chance Boxer Rescue - New England,ME,4579
Paxton,US,MA140,42.3049,-71.916,Sweetpea Friends of Rutland Animals,MA,1612
Keene,US,NH60,42.8689,-72.3072,Fast Friends Greyhound Adoption Center,NH,3469
Provincetown,US,MA369,42.0063,-70.2082,Carrie A. Seaman Animal Shelter dba CASAS,MA,2657
Plainville,US,MA335,41.9784,-71.3111,Angelcat Haven,MA,2762
Raynham,US,MA262,41.9236,-71.0528,"Nemasket Orphaned Animal Haven, Inc.",MA,2768
Alstead,US,NH133,43.1503,-72.3572,New Hampshire Small Dog Rescue,NH,3602
Uxbridge,US,MA486,42.0788,-71.6354,Pawfect Life Rescue,MA,1569
Uxbridge,US,MA498,42.0788,-71.6354,Whiskers & Mittens TNR,MA,1569
Uxbridge,US,MA522,42.0788,-71.6354,Fine Feline Cat Rescue,MA,1569
Winchester,US,NH161,42.8084,-72.3372,Draft Gratitude,NH,3470
Oakham,US,MA433,42.3483,-72.0453,"Bay State Equine Rescue, Inc.",MA,1068
Carver,US,MA380,41.8864,-70.7748,Friends of Carver Animals,MA,2330
Plymouth,US,MA80,41.8978,-70.5424,Plymouth Animal Shelter Adoptions,MA,2345
Taunton,US,MA72,41.9059,-71.1056,Taunton Animal Shelter,MA,2780
Claremont,US,NH83,43.3696,-72.3441,Sullivan County Humane Society,NH,3743
Claremont,US,NH114,43.3696,-72.3441,Lost my Way Animal Shelter,NH,3743
North Smithfield,US,RI105,42.0028,-71.5153,Furever Dachshund Rescue,RI,2896
Attleboro,US,MA78,41.9304,-71.3049,Friends of Attleboro Animal Shelter,MA,2703
Attleboro,US,MA98,41.9304,-71.3049,"Attleboro Friends of Cats, Inc.",MA,2703
Attleboro,US,MA520,41.9304,-71.3049,Massachusetts Feline Intervention Alliance,MA,2703
Woonsocket,US,RI43,41.9939,-71.5169,Woonsocket Cat Sanctuary,RI,2895
Charlestown,US,NH93,43.2385,-72.4242,River Valley Animal Protection League,NH,3603
Paris,US,ME44,44.2598,-70.5022,Responsible Pet Care of Oxford Hills,ME,4271
Douglas,US,MA17,42.0628,-71.7525,Dog Orphans Inc.,MA,1516
East Brookfield,US,MA30,42.2252,-72.0368,Second Chance Animal Shelter Inc.,MA,1515
Central Falls,US,RI64,41.8917,-71.3971,Friends of Central Falls Animals,RI,2863
Rehoboth,US,MA152,41.8464,-71.2393,Rehoboth Animal Shelter,MA,2769
Pawtucket,US,RI13,41.8786,-71.3831,Pawtucket Animal Shelter,RI,2862
Harrisville,US,RI113,41.9765,-71.6622,New England Humane Society,RI,2830
Oakland,US,RI40,41.9596,-71.6487,Burrillville Animal Control,RI,2858
Wilder,US,VT72,43.6728,-72.3092,Long Trail Canine Rescue,VT,5088
Springfield,US,VT21,43.3275,-72.4888,Springfield Humane Society Inc.,VT,5156
Webster,US,MA266,42.0599,-71.8741,Community Cat Connection,MA,1570
Rumford,US,RI19,41.8456,-71.352,Pawswatch Adoptable Cats,RI,2916
Seekonk,US,MA32,41.8369,-71.3246,Seekonk Animal Shelter,MA,2771
West Warwick,US,RI28,41.8609,-71.4352,West Warwick Animal Shelter,RI,2904
White River Junction,US,VT49,43.6536,-72.3568,White River Animal Rescue,VT,5001
Pascoag,US,RI49,41.9558,-71.7162,Humane Association of Northwestern Rhode Island,RI,2859
Rochester,US,MA455,41.7562,-70.8384,"It's All About the Animals, Inc.",MA,2770
Providence,US,RI76,41.8367,-71.396,"Friends of Homeless Animals, Inc.",RI,2906
Brownsville,US,VT07,43.4701,-72.4846,Lucy Mackenzie Humane Society,VT,5037
East Providence,US,RI46,41.8138,-71.3704,East Providence Animal Control Center,RI,2914
Providence,US,RI11,41.8239,-71.4133,Volunteer Services for Animals - Warwick,RI,2940
Providence,US,RI84,41.8239,-71.4133,"Almost Home Rescue, Inc.",RI,2940
Providence,US,RI03,41.8202,-71.4153,Providence Animal Rescue League,RI,2903
Chepachet,US,RI83,41.9015,-71.6802,"Jenny's Hope Rescue, Inc",RI,2814
Glocester,US,RI96,41.9015,-71.6802,Little Rhody Rescue,RI,2814
Chepachet,US,RI124,41.9015,-71.6802,The Abandoned Dogs of RI,RI,2814
Providence,US,RI130,41.8192,-71.4488,Rhode Home Rescue,RI,2909
Johnston,US,RI129,41.8302,-71.4949,Scruffy Paws Animal Rescue,RI,2919
West Warren,US,MA514,42.2125,-72.1917,Central New England Equine Rescue,MA,1092
Thompson,US,CT366,41.9671,-71.8499,New England All Breed Rescue,CT,6277
Marion,US,MA195,41.7111,-70.7561,New England Brittany Rescue Inc.,MA,2738
Providence,US,RI79,41.7905,-71.4059,Providence Animal Control,RI,2905
Cranston,US,RI108,41.7905,-71.4059,Handsome Dan's Rescue for Pit Bull Type Dogs,RI,2905
Southbridge,US,MA505,42.0748,-72.0376,Big Hair Animal Rescue Inc.,MA,1550
Swansea,US,MA359,41.7408,-71.208,"Project Spay, Inc.",MA,2777
Swansea,US,MA75,41.7408,-71.208,Town of Swansea Animal Shelter,MA,2777
Riverside,US,RI48,41.7676,-71.3648,Rhode Island SPCA,RI,2915
Riverside,US,RI72,41.7676,-71.3648,Cat Adoption Team Services,RI,2915
Reading,US,VT65,43.4903,-72.5536,Turtle Hill Farm Animal Sanctuary of VT,VT,5062
Littleton,US,NH132,44.219,-71.7753,"Second Chance Animal Rescue, Inc",NH,3561
Brimfield,US,MA468,42.1501,-72.1721,"Here Today Adopted Tomorrow Animal Sanctuary, Inc.",MA,1010
Cranston,US,RI132,41.7778,-71.4376,Tigersden Rescue,RI,2910
Fall River,US,MA12,41.7151,-71.1418,Faxon Animal Care & Adoption Center,MA,2720
Acushnet,US,MA410,41.691,-70.9066,C.A.R.E. Center for Animal Rescue & Education,MA,2743
North Haverhill,US,NH125,44.0901,-72.0235,Northeastern Reptile Welfare League,NH,3774
North Haverhill,US,NH135,44.0901,-72.0235,New Digs for Dogs Rescue,NH,3774
Warren,US,RI78,41.725,-71.2694,Warren Animal Hospital,RI,2885
Winthrop,US,ME155,44.3084,-69.973,Protectors of Animal Lives Society (PALS),ME,4364
Turners Falls,US,MA476,42.5943,-72.5579,Franklin County Sheriffs Office Regional Shelter,MA,1376
Warwick,US,RI77,41.7499,-71.408,PAWS New England,RI,2888
Dennis,US,MA448,41.7326,-70.1981,"Scargo Wags and Wiggles Rescue, Inc.",MA,2638
Cranston,US,RI56,41.7639,-71.5027,Animals Depend On People Too (A.D.O.P.T.),RI,2921
Fall River,US,MA143,41.6854,-71.1765,Forever Paws Animal Shelter,MA,2724
Brewster,US,MA59,41.7464,-70.0982,Animal Rescue League of Boston,MA,2631
Greenfield,US,MA456,42.6008,-72.5987,For the Love of a Dog,MA,1301
Greenfield,US,MA516,42.6008,-72.5987,New 2 U Dog Rescue,MA,1301
Townshend,US,VT68,43.1281,-72.7117,"Gerda's Equine Rescue, Inc.",VT,5359
Fairhaven,US,MA527,41.6407,-70.8883,Fairhaven Animal Shelter,MA,2719
Bristol,US,RI53,41.684,-71.2682,Bristol Animal Shelter,RI,2809
Dartmouth,US,MA116,41.6353,-70.9385,Humane Society & Shelter - SouthCoast,MA,2740
New Bedford,US,MA489,41.6353,-70.9385,Lighthouse Animal Shelter,MA,2740
Woodstock,US,CT354,41.9433,-71.9954,Next Stop Forever,CT,6281
Woodstock,US,CT480,41.9433,-71.9954,"P.A.W.S. - Pound Animals are Worth Saving, Inc",CT,6281
Centerville,US,MA243,41.6581,-70.3587,MSPCA Cape Cod Animal Care and Adoption Center,MA,2632
Warwick,US,RI14,41.6919,-71.3792,PawsWatch,RI,2887
Warwick,US,RI109,41.6919,-71.3792,RI Friends of Felines,RI,2887
Warwick,US,RI114,41.7032,-71.4404,Rhode Island Parrot Rescue,RI,2886
Pelham,US,MA333,42.3779,-72.5096,Pug Rescue of New England,MA,1002
Amherst,US,MA488,42.3779,-72.5096,Gemini's Pampered Greyhounds,MA,1002
Dayville,US,CT362,41.8515,-71.8663,Passion 4 Paws,CT,6241
Dayville,US,CT89,41.8515,-71.8663,Northeastern Connecticut Council of Governments,CT,6241
Augusta,US,ME149,44.3106,-69.78,Animal Rescue of Kennebec,ME,4332
Jefferson,US,NH145,44.4161,-71.4742,"NH Sled Dog Rescue, History & Education Center",NH,3583
Clayville,US,RI20,41.7649,-71.6723,Scituate Animal Shelter,RI,2815
Tiverton,US,RI60,41.6352,-71.1876,Tiverton Animal Control Pound,RI,2878
Foster,US,RI119,41.7806,-71.7236,Furry Angels Dachshund Rescue,RI,2825
Augusta,US,ME42,44.3153,-69.775,Maine Greyhound Placement Service,ME,4330
East Falmouth,US,MA232,41.6057,-70.6457,PEOPLE FOR CATS,MA,2574
West Warwick,US,RI104,41.7025,-71.5187,Northwest Animal Protection League,RI,2893
West Warwick,US,RI117,41.7025,-71.5187,Southpaws Express,RI,2893
West Warwick,US,RI123,41.7025,-71.5187,Just Doodles and Friends Rescue,RI,2893
Dartmouth,US,MA502,41.598,-70.9511,Odies Place,MA,2748
Coventry,US,RI131,41.6944,-71.5606,Second Chance Cats of Kent County ,RI,2816
Shelburne Falls,US,MA324,42.5996,-72.7048,Better Than Dead Rescue,MA,1370
Pomfret Center,US,CT560,41.863,-71.984,East Coast Canine Rescue Inc.,CT,6259
East Greenwich,US,RI08,41.6512,-71.4687,East Greenwich Animal Protection League,RI,2818
East Greenwich,US,RI133,41.6512,-71.4687,Midnight Run Rescue,RI,2818
Lunenburg,US,VT36,44.4247,-71.7542,Riverside Rescue,VT,5906
Warren,US,ME96,44.1192,-69.2366,Catahoula Rescue of New England,ME,4864
North Kingstown,US,RI09,41.5882,-71.4593,North Kingstown Animal Shelter,RI,2852
North Kingstown,US,RI23,41.5882,-71.4593,Pet Refuge,RI,2852
Wauregan,US,CT553,41.7442,-71.9097,Pride Rock Rescue,CT,6387
Middletown,US,RI04,41.5456,-71.2919,Potter League for Animals,RI,2842
Thomaston,US,ME04,44.0768,-69.144,Pope Memorial Humane Society of Knox County,ME,4861
Chicopee,US,MA519,42.1739,-72.5769,Mutt Rescue,MA,1020
Randolph Center,US,VT75,43.9438,-72.6064,Potters Angels Rescue,VT,5061
Exeter,US,RI55,41.5675,-71.5813,Friends of Exeter Animals,RI,2822
Plainfield,US,CT37,41.7073,-71.9535,Whiskers Animal Shelter,CT,6374
Goshen,US,CT162,41.8841,-72.2663,TarTan Gordon Setter Rescue,CT,6279
Willington,US,CT482,41.8841,-72.2663,Willington Animal Control,CT,6279
Oak Bluffs,US,MA480,41.4538,-70.5646,Angels Helping Animals Worldwide,MA,2557
Vineyard Haven,US,MA366,41.449,-70.6142,"Second Chance Animal Rescue, Inc",MA,2568
Springfield,US,MA136,42.1305,-72.5752,Thomas J. O'Connor Animal Control and Adoption Center,MA,1104
Chicopee,US,MA450,42.1486,-72.6083,Halfway Home Cat Rescue Inc.,MA,1021
Canterbury,US,CT534,41.7003,-71.9929,Eskies Online Multi-Breed Dog Rescue,CT,6331
St. Johnsbury,US,VT59,44.4286,-72.0137,"Kingdom Animal Shelter, Inc",VT,5819
Pittsford,US,VT11,43.7745,-72.82,Rutland County Humane Society,VT,5763
Mansfield,US,CT23,41.8021,-72.2549,Mansfield Animal Control,CT,6268
Mansfield Center,US,CT142,41.7718,-72.2083,CATS Northeast Inc.,CT,6250
Willington,US,CT264,41.7718,-72.2083,"American Lab Rescue, Inc",CT,6250
Williamstown,US,VT37,44.1225,-72.5418,Random Rescue,VT,5679
Tolland,US,CT573,41.8692,-72.3748,Paws for Life Animal Rescue,CT,6084
Wyoming,US,RI22,41.5193,-71.6795,Richmond Animal Control,RI,2898
Ellington,US,CT347,41.9144,-72.4532,Wiggle Pups Rescue,CT,6029
Ellington,US,CT68,41.9144,-72.4532,Ellington Animal Control,CT,6029
Mendon,US,VT19,43.6071,-72.9733,Green Mtn Pug Rescue,VT,5701
Rutland,US,VT78,43.6071,-72.9733,Maple Leaf Mutts,VT,5701
Pleasant Valley,US,CT199,41.9889,-72.5679,Mary's Kitty Korner,CT,6082
Lisbon,US,CT410,41.6046,-71.9845,"Compassion For Cats, New London County",CT,6351
Griswold,US,CT525,41.6046,-71.9845,Wings of Freedom Animal Rescue,CT,6351
Wakefield,US,RI121,41.4372,-71.5019,Save One Soul Animal Rescue League,RI,2880
Willimantic,US,CT386,41.7137,-72.2114,Town of Windham Animal Control,CT,6226
Coventry,US,CT286,41.7823,-72.3276,Kitty Angels of Connecticut Inc,CT,6238
Coventry,US,CT549,41.7823,-72.3276,Whitey's Only Wish Rescue Inc,CT,6238
Wakefield,US,RI33,41.4292,-71.5235,South Kingstown Animal Shelter,RI,2879
Westfield,US,MA341,42.1279,-72.7503,Westfield Homeless Cat Project,MA,1085
Westfield,US,MA70,42.1279,-72.7503,Westfield Animal Shelter,MA,1085
East Montpelier,US,VT08,44.2719,-72.4883,Central Vermont Humane Society,VT,5651
Vernon,US,CT453,41.8465,-72.4636,Sarah's Second Chance Dog Rescue,CT,6066
Vernon,US,CT504,41.8465,-72.4636,"Little Feet, Big Heart Rescue",CT,6066
Vernon,US,CT522,41.8465,-72.4636,The Cats Meow Animal Rescue League,CT,6066
